File,Variable ,Code value,Code description
MCHI,VISTWKDY,2,Monday
VOT,VOPELBS,2,No
VOT,VOPELEC,2,No
VOT,VOPETH,2,No
VEQ,VOPLABOR,2,No
VEQ,VOPREIMB,2,No
OVB,VPURINDV,2,No
TRV,WHATPART,2,Part C
FMLI,WHLFYR,2,No
FMLI,WHLFYRB,2,$500 - $999
FMLI,WHOLIFB,2,$500 - $999
MEMI,WKSTATUS,2,Self-Employed INCOMEY=5
CLA,AGE_SEXA,2,Female 16 and over
FMLI,EITC,2,No
IHD,HHDRGSS,2,No
IHB,HHIBCBS,2,No
IHB,HHICODE,2,Fee for service plan
IHB,HHIGROUP,2,Group through place of employment
IHB,HHIPOS,2,"No, cannot go to another doctor"
IHB,HHIPRDED,2,No premiums deducted from pay
IHB,HHIPROUT,2,Another group or persons outside your household
IHB,HHIPRYOU,2,No
IHB,HHISPECT,2,Vision Insurance
IHB,HHISUBPD,2,No
IHC,HHMCRENR,2,No
IHC,MDCDENR,2,No
IHC,OTHMED,2,No
IHB,PORTAL,2,No
IHB,PORTPLAN,2,Gold
IHD,PREMCHG,2,No
IHB,PREMSUBS,2,No
IHD,STILDRUG,2,No
SUB,TICPURCH,2,In-Person
APB,TVPURCH,2,In-Person
FMLI,REFGEN,2,Birth year from 1929 to 1945 - Silent generation.
IHC,OTHPLAN,2,No
FMLI,POPSIZE,2,1.20-4 million
FMLI,POV_CYM,2,"No, not below the current year's poverty threshold"
FMLI,POV_PYM,2,"No, not below the previous year's poverty threshold"
FMLI,FAM_TYPE,2,"Husband and wife, own children only, oldest child < 6"
FMLI,POV_CY,2,"No, not below the current year's poverty threshold"
FMLI,POV_PY,2,"No, not below the current year's poverty threshold"
FMLI,AUTOBLPY,2,No
FMLI,CHGPNT,2,15 to 30 minutes into the interview
FMLI,COLPLAN,2,No
FMLI,COMPBND,2,Amount CU had in U.S. Savings Bonds as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPCKG,2,Amount CU had in checking accounts as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPOWD,2,The amount owed to CU by persons outside CU on the last day of previous month is more than the amount owed to CU last month a year ago
FMLI,COMPSAV,2,Amount CU had in savings accounts as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPSEC,2,"The estimated market value of all stocks, bonds, mutual funds and other such securities held by CU on the last day of the previous month is more than the value of all securities held a year ago last month"
FMLI,COOKING,2,Electricity
FPAR,DIFTYP2,2,Problems remembering the expenditure price
MEMI,FARMINCB,2,"$5,000-$9,999"
MEMI,FARMLOSS,2,No
FMLI,FININCB,2,"$1,000 - $1,999"
FMLI,FINSOFT,2,No
FMLI,FOODSMPB,2,"$1,000-$1,999"
XPA,FREEFOOD,2,No
FMLI,GOVTCOST,2,"No, government is not paying part of housing cost"
FMLI,HEATFUEL,2,Electricity
IHB,HHIFEET,2,Preferred Provider Option Plan
IHB,HHIPRMPD,2,Partially by CU Member
FPAR,IBNHLP1,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP2,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP3,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP4,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP5,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP6,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP7,2,The Information Booklet was not helpful because it was too hard to use
FPAR,IBNHLP8,2,The Information Booklet was not helpful because it was too hard to use
APL,INCLHOME,2,No
MEMI,INCORP,2,No
XPA,MEALSPAY,2,No
MEMI,NFRMLOSS,2,No
MEMI,NONFARMB,2,"$5,000-$9,999"
UTA,NTRTPUR,2,No
MCHI,PERORTEL,2,Telephone
INB,PREMPAID,2,Partially by CU
UTP,PRPYCELL,2,No
MEMI,PWRKSTAT,2,Self-Employed INCOMEY=5 and INCORP=2
FPAR,RECDIFF1,2,The required expenditure information was not found because the record did not provide the required level
FPAR,RECDIFF2,2,The required expenditure information was not found because the record did not provide the required level
FPAR,RECDIFF3,2,The required expenditure information was not found because the record did not provide the required level
FPAR,RECDIFF4,2,The required expenditure information was not found because the record did not provide the required level
FMLI,RECINFO,2,No
FMLI,RESPCOOP,2,Somewhat cooperative
FMLI,RESPDIFF,2,No
FMLI,RESPEFF,2,"A moderate amount of effort (e.g. looked at a few bills, seemed to skim info book)"
FMLI,RESPIB,2,"Yes, respondent did not use info book"
FMLI,RESPINFO,2,No
FMLI,RESPSTAT,2,Incomplete Income Respondent
FMLI,REVSMORT,2,No
EQB,RPAIRTYP,2,Service contract
MEMI,RRRETIRB,2,$300-$399
FMLI,RSCHRECS,2,No
FMLI,RVSREGMO,2,Reverse Mortgage paid in regular monthly payments
FMLI,WATERHT,2,Electricity
FMLI,EFFCHG,2,Decreased
FMLI,IBHELPFL,2,No
FPAR,NOUSEIB1,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB2,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB3,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB4,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB5,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB6,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB7,2,I did not use the Information Booklet because it looked too hard to use
FPAR,NOUSEIB8,2,I did not use the Information Booklet because it looked too hard to use
CLB,AGE_SEXB,2,Female 16 and over
CLB,CLOGFTB,2,Purchased as gift for person outside CU
UTC,HAVEBILL,2,"No, bill or statement not used"
MEMI,HWUSED09,2,Mostly to increase savings
MEMI,MEMBRACE,2,Black
MEMI,PYMT2009,2,No
MEMI,RC_BLACK,2,Black
CLC,SEWGFTC,2,Purchased as gift for person outside CU
FMLI,INFOBOOK,2,No
RBT,CHCKEFT,2,Electronic Transfer
EDA,EDSCHL_A,2,Elementary or high school
RBT,HOWUSED,2,Mostly to increase savings
FPAR,TYPEREC2,2,Checkbook ledger or stubs
OPB,ACQMETH,2,By gift or inheritance
CLA,CLOGFTA,2,Non-gift (PERSONY ^= 90 - 93)
FMLI,COLPLAN,2,CU did not put money into a tax-deferred or tax-free educational savings plan
FMLI,CUINCOME,2,"Under $3,000"
TRV,ELSEOUTS,2,No
MEMI,EMPLCONT,2,"No, employer did not contribute to pension"
OVB,FIN_INST,2,Finance company
TRV,FOODOUTS,2,No
XPA,FREEFOOD,2,No free food or meals received
IHB,HHIPRDED,2,No premiums deducted from pay
IHC,HHMCRENR,2,Not enrolled in Medicare
OPI,INC_MORT,2,No
MEMI,INCMEDCR,2,"No, does not include Medicare deduction"
MEMI,INCORP,2,Business is not incorporated
FMLI,INFOBOOK,2,Information booklet not used during the interview
TRV,LODGOUTS,2,No
IHC,MDCDENR,2,Not enrolled in Medicaid
XPA,MEALSPAY,2,Free meals were not received as part of pay
MEMI,MEDICOV,2,"No, the money deducted for Social Security does not cover only the Medicare portion."
MIS,MISCGFTC,2,Expense for someone outside CU
MOR,MRTPMPD,2,Biweekly
UTA,NTRTPUR,2,"No, non-telephone related rentals or purchases not included"
IHC,OTHPLAN,2,No other plans
INB,PAYDEDPR,2,Premium not deducted from pay
MOR,PAYPROTX,2,Last regular payment included property tax
MOR,PAYTYPE,2,Variable interest rate loan
OVB,PMTPERD,2,2 weeks
INB,PREMPERD,2,Bi-Weekly
FMLI,RECORDS,2,Almost always
MOR,REFINED,2,No
RNT,RTCMPPD,2,Other - specify
RNT,RTELECT,2,Rental payment for unit excludes electricity cost.
RNT,RTGAS,2,Rental payment for unit excludes gas cost.
RNT,RTHEAT,2,Rental payment for unit excludes heat cost.
RNT,RTPARK,2,Rental payment for unit excludes garage or parking facilities.
RNT,RTTRASH,2,Rental payment for unit excludes trash cost.
RNT,RTWATER,2,Rental payment for unit excludes water cost.
MEMI,SSNORM,2,"No, Social Security including medicare payments normally not deducted from paycheck"
UTA,TCABLE,2,"No, cable or satellite television service not included"
UTA,TINTNET,2,"No, internet access or data services not included"
TRV,TRANOUTS,2,No
OVB,VEHEQTLN,2,"No, it was not a Home Equity Loan"
VEQ,VOPLABOR,2,This expense does not includes labor
VEQ,VOPREIMB,2,Vehicle service and parts not reimbursed
OPB,VSHARED,2,No
OPB,VTIMESHR,2,Time sharing Arrangement
UTA,DSLISDN,2,"No, DSL or ISDN charges not included"
FMLI,LOT_SIZE,2,1/8 acre
LSD,LSDSOURC,2,Independent leasing company
LSD,NEWUSED,2,Used
UTA,TELINSL,2,"No, installation or repair of telephone lines not included"
UTA,TELINTL,2,"No, international long distance charges not included"
UTA,TELLOCAL,2,"No, basic (local) service charge not included"
UTA,TELLONGD,2,"No, domestic long distance charge not included"
UTA,TELPURCH,2,"No, telephone or pager purchases or rentals not included"
UTA,TELSERV,2,"No, telephone related services not included"
OVB,AIRCAR,2,No air conditioning
LSD,ANYAC,2,No
LSD,ANYAUTO,2,No
LSD,ANYBRAKE,2,No
LSD,ANYDIESL,2,No
LSD,ANYROOF,2,No
LSD,ANYSTEER,2,No
LSD,ANYTURBO,2,No
LSD,ANYWHEEL,2,No
OVB,AUTOTRAN,2,No automatic trans.
OVB,AUTOTYPE,2,Convertible
OVB,DIESEL,2,No diesel engine
OVB,DKOPTION,2,No
OVB,FRWHLDRV,2,No Four Wheel Drive
ITBI,IMPNUM,2,Second
APL,INCLOWN,2,Included with owned home
FMLI,INFOBOOK,2,Information booklet not used during the interview
OVB,NOOPTION,2,No
OVB,PWRBRAKE,2,No power brakes
OVB,PWRSTEER,2,No power steering
OVB,SUNROOF,2,No Sunroof
OVB,TURBOCHG,2,No Turbo Charged Engine
LSD,TYPEVEH,2,Convertible
OVB,VPURSRCE,2,Private individual
FMLI,POV_CY,2,"No, not below the current year's poverty threshold"
FMLI,POV_PY,2,"No, not below the current year's poverty threshold"
UTC,BILUSED,2,Estimate was given
FMLI,ORIGIN1,2,Spanish
FMLI,ORIGIN2,2,Spanish:
MEMI,RACE,2,Black
RNT,RTCREXP,2,No rental expense for unit in the current month
RNT,RTPMTRG,2,Not all payments were in the amount of RTREGX.
OPI,TYPEPROP,2,Coop
TRV,TYPETRIP,2,Business
APL,APPLSTAT,2,Included with own house
FMLI,BUILT,2,1985-1989
TAXQ,TAXQ1,2,No
TAXQ,TAXQ3,2,No
UTA,TELBASIC,2,"No, it does not include a basic service charge"
UTA,TELEQPUR,2,"No, it does not include the purchase of equipment"
UTA,TELNGDIS,2,"No, it does not include long distance call charges"
UTC,BUDGETED,2,Not billed as part of budget plan
FMLI,CLLGEQTR,2,Fraternity
APA,MAJNEWU,2,Used
RNT,RTPKG,2,No extra charge for garage or parking facilities for the rental unit
FMLI,TENNISCT,2,Tennis court
FMLI,ACCESS,2,Access through another housing unit
MTBI,COST_,2,Manually updated
ITBI,GIFT,2,No
IHB,HHILTDCV,2,No
IHB,HHIRPMPD,2,2 weeks
IHB,HHITYPYB,2,Commercial health insurance company
HEL,PAYPRTXG,2,Property taxes
HEL,PAYTYPG,2,Variable or adjustable rate of interest
HEL,REFINDG,2,No
CRB,REIMBRSY,2,The owner of the rental unit
VEQ,VOPREIMA,2,Business
FMLI,HALFSAMP,2,The B half sample
FMLI,ACCESS,2,Access through another housing unit
MEMI,BSNSSTAT,2,Business is not incorporated
FMLI,CHILDAGE,2,Oldest child age 6-11 and at least one child less than 6
FMLI,CLLGEQTR,2,Fraternity
FMLI,COMPBND,2,Amount CU had in U.S. Savings Bonds as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPCKG,2,Amount CU had in checking accounts as of the last day of last month is more than the amount held a year ago last month
MEMI,COMPLET,2,No
FMLI,COMPOWD,2,The amount owed to CU by persons outside CU on the last day of previous month is more than the amount owed to CU last month a year ago
FMLI,COMPSAV,2,Amount CU had in savings accounts as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPSEC,2,"The estimated market value of all stocks, bonds, mutual funds and other such securities held by CU on the last day of the previous month is more than the value of all securities held a year ago last month"
MEMI,CUREMPL,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUREMPL1,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUREMPL2,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUTENURE,2,Owned w/o mortgage:
FMLI,EARNCOMP,2,Reverence Person and Spouse
MEMI,EARNER,2,Member earns no income AGE < 14 or AGE >= 14 and INCWEEKQ > 0 and INCOMEY=6 or AGE >= 14 and INCWEEKQ=0
MEMI,EARNTYPE,2,Member worked part time for a full year
FMLI,EDUC_REF,2,"High school (1-4 yrs.), less than H.S. grad."
FMLI,EDUCA2,2,"High school (1-4 yrs.), less than H.S. grad."
MEMI,EMPLCONT,2,"No, employer did not contribute to pension"
MEMI,INCMEDCR,2,"No, does not include Medicare deduction"
FMLI,INCNONW1,2,Taking care of home/CU
FMLI,INCNONW2,2,Taking care of home/CU
MEMI,INCNONWK,2,Taking care of home/family
MEMI,INCOMEY,2,A federal government employee
FMLI,INCOMEY1,2,Federal government
FMLI,INCOMEY2,2,Federal government
MEMI,INCORP,2,No
MEMI,INCSTAT,2,Does not have a job
FMLI,INCSTAT1,2,Does not have a job
FMLI,INCSTAT2,2,Does not have a job
MEMI,MARITAL,2,Widowed
FMLI,MARITAL1,2,Widowed
MEMI,MEDICOV,2,"No, the money deducted for Social Security does not cover only the Medicare portion."
FMLI,ORIGIN1,2,Spanish
FMLI,ORIGIN2,2,Spanish:
MEMI,ORIGINR,2,Spanish
FMLI,POPSIZE,2,1.20-4 million
MEMI,PWRKSTAT,2,Self-Employed INCOMEY=5 and INCORP=2
MEMI,RACE,2,Black
FMLI,REGION,2,Midwest
FMLI,RESPSTAT,2,Incomplete Income Respondent
MEMI,SEX,2,Female
FMLI,SEX2,2,Female
FMLI,SIMHOUS,2,"No, no housing unit similar to yours rented"
FMLI,SMSASTAT,2,No
MEMI,SSNORM,2,"No, Social Security including medicare payments normally not deducted from paycheck"
FMLI,INCLASS,2,"Family income before taxes between $5,000 and $9,999"
FMLI,AIR_TYPE,2,Window or wall
FMLI,AIRCOND,2,Unit does not have air-conditioning
FMLI,APARTMNT,2,Apartment not included in structure
FMLI,PARKOFST,2,"No, off street parking is not provided"
FMLI,WATER,2,An individual drilled well
FMLI,HEATFUEL,2,Electricity
FMLI,TENNISCT,2,Tennis court
FMLI,WATERHT,2,Electricity
FMLI,APTMENT,2,Apartment not included in structure
FMLI,CLLGEQTR,2,Fraternity
FMLI,CLLGEQTR,2,Fraternity
FMLI,ACCESS,2,Access through another housing unit
FMLI,AIR_FUEL,2,Electric
FMLI,AIR_TYPE,2,Window or wall
FMLI,AIRCOND,2,Unit does not have air-conditioning
FMLI,ALIMCSUP,2,"Received no income from regular contributions, from alimony or child support"
FMLI,APARTMNT,2,Apartment not included in structure
MEMI,ARM_FORC,2,No
MEMI,AWAY_COL,2,No
FMLI,BLS_URBN,2,Rural
MEMI,BSNSSTAT,2,Business is not incorporated
FMLI,CLLGEQTR,2,Fraternity
FMLI,COMKITCH,2,Facilities used by another unit
FMLI,COMPBND,2,Amount CU had in U.S. Savings Bonds as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPCKG,2,Amount CU had in checking accounts as of the last day of last month is more than the amount held a year ago last month
MEMI,COMPLET,2,No
FMLI,COMPLET1,2,No
FMLI,COMPLET2,2,No
FMLI,COMPOWD,2,The amount owed to CU by persons outside CU on the last day of previous month is more than the amount owed to CU last month a year ago
FMLI,COMPSAV,2,Amount CU had in savings accounts as of the last day of last month is more than the amount held a year ago last month
FMLI,COMPSEC,2,"The estimated market value of all stocks, bonds, mutual funds and other such securities held by CU on the last day of the previous month is more than the value of all securities held a year ago last month"
FMLI,CORBRICK,2,Brick
MTBI,COST_,2,Manually updated
MEMI,CU_CODE,2,Spouse
MEMI,CUREMPL,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUREMPL1,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUREMPL2,2,No - Not Currently working in the job which received the majority of earnings last year
FMLI,CUTENURE,2,"Homeowner w/o Mortgage
  TENURECU = '1' or '2' and MORT = '2'"
MEMI,CWRKSTAT,2,Self-employed
FMLI,EARNCOMP,2,Reference Person and Spouse only
MEMI,EARNER,2,Member earns no income AGE < 14 or AGE >= 14 and INCWEEKQ > 0 and INCOMEY=6 or AGE >= 14 and INCWEEKQ=0
MEMI,EARNTYPE,2,Member worked part time for a full year
FMLI,EDUC_REF,2,"High school (1-4 yrs.), less than H.S. grad."
FMLI,EDUCA2,2,"High school (1-4 yrs.), less than H.S. grad."
FMLI,EXSHINGL,2,Wood shingles
FMLI,FAM_TYPE,2,"Married couple, own children only, oldest child < 6"
FMLI,FOUNDATN,2,Crawl space
ITBI,GIFT,2,No
MTBI,GIFT,2,No
FMLI,HALFSAMP,2,The B half sample
FMLI,HEATFUEL,2,Bottled gas or LP
MEMI,IN_COLL,2,Part time
FMLI,INCLASS,2,"Family income before taxes between $5,000 and $9,999"
FMLI,INCNONW1,2,Taking care of home/CU
FMLI,INCNONW2,2,Taking care of home/CU
MEMI,INCNONWK,2,Taking care of home/family
MEMI,INCOMEY,2,A federal government employee
FMLI,INCOMEY1,2,Federal government
FMLI,INCOMEY2,2,Federal government
MEMI,INCORP,2,Business is not incorporated
FMLI,INCSORC1,2,A Federal government employee
FMLI,INCSORC2,2,A Federal government employee
MEMI,INCSOURC,2,A Federal government employee
MEMI,INCSTAT,2,Does not have a job
FMLI,INCSTAT1,2,Does not have a job
FMLI,INCSTAT2,2,Does not have a job
MEMI,MARITAL,2,Widowed
FMLI,MARITAL1,2,Widowed
FMLI,ORIGIN1,2,Spanish
FMLI,ORIGIN2,2,Spanish
MEMI,ORIGINR,2,Spanish
FMLI,OWNLIVE,2,"Yes, owner lives on property"
FMLI,PARK_FAC,2,Attached private garage
MEMI,PAYPERD,2,Two weeks
FMLI,PLUM_FAC,2,"Yes, but also used by another household"
FMLI,POPSIZE,2,1.20-4 million
ITBI,PUBFLAG,2,Published in Integrated Bulletin
MTBI,PUBFLAG,2,Published in Integrated Bulletin
FMLI,PUBSEWER,2,"No, connected to a septic tank or cesspool"
MEMI,PWRKSTAT,2,Self-Employed INCOMEY=5 and INCORP=2
MEMI,RACE,2,Black
FMLI,RACE2,2,African American or Black
FMLI,REF_RACE,2,Black
FMLI,REGION,2,Midwest
FMLI,RESPSTAT,2,Incomplete income Respondent
MEMI,SCHMLSHR,2,Reduced amont
MEMI,SEX,2,Female
FMLI,SEX_REF,2,Reference person is female
FMLI,SEX2,2,Female
FMLI,SMSASTAT,2,No
FMLI,ST_HOUS,2,Not student housing
FMLI,TENNISCT,2,Tennis court
FMLI,WATER,2,An individual drilled well
FMLI,WATERHT,2,Electricity
OVB,AIRCAR,2,No air conditioning
APL,APPLCOND,2,Used
APL,APPLSTAT,2,Purchased for own use
OVB,AUTOINS,2,Auto insurance is not included in finance charges
OVB,AUTOTRAN,2,No automatic transmission
OVB,DIESEL,2,No diesel engine
OVB,EMPLEXP,2,Employer paid no part of purchase price
OVC,EXREIMB,2,"No, will not be reimbured"
OVB,FIN_INST,2,Finance company
OVC,FINPAYMT,2,No
APA,GFTC_MAJ,2,Rented
IHB,HHICMEXB,2,Did not make hospitalization and health insurance  payment in current month
IHB,HHICOVER,2,Non-CU members only
IHB,HHICPMTB,2,No payments made in last 3 months
IHB,HHIGROUP,2,Group through place of employment
IHB,HHILTDCV,2,No
IHB,HHIPLAN,2,Family plan
IHB,HHIPRDED,2,No premiums deducted from pay
IHB,HHIPRMPD,2,Partially by CU Member
IHB,HHIRPMPD,2,2 weeks
IHB,HHIRPMTB,2,Payment amount was not amount of regular health insurance payment
IHB,HHITYPYB,2,Commercial health insurance company
IHC,HMCPART,2,Part A and B coverage (in addition to Part A pays for physicians services)
IHC,HMCPAYER,2,No Medicare payments paid for outside the CU
IHC,HMCSSDED,2,No deduction for Medicare from Social Secuirty check
OVB,LIFEINS,2,Life insurance is not included in finance charges
OVC,LOANSTAT,2,No loan outstanding
TRB,MAINPURP,2,Business or convention
APA,MAJNEWU,2,Used
IHC,MEDICAID,2,"No, someone in CU did not enroll in Medicaid in the last 3 months"
MDB,MEDPGFTC,2,Care was for non-CU member
MDC,MEDRGFTC,2,Non-CU member
OVB,PWRBRAKE,2,No power brakes
OVB,PWRSTEER,2,No power steering
OVB,RADIO,2,The vehicle has a radio
OVC,REIMBURS,2,"No, was not reimbursed"
OVB,TRADE,2,Did not receive a trade in allowance
TRB,TRIPBSNS,2,None of trip expense deducted as business expense or reimbursed
TRB,TRIPPDBY,2,Trip paid for partially by you
TRB,TRIPTYPE,2,Day Trip
OVB,VEHBSNS,2,Partially used for business
OVC,VEHDISP,2,Traded in
OVB,VEHGFTC,2,Gift to person outside CU
OVB,VEHICYR,2,1961-1965
OVB,VEHNEWU,2,Used vehicle
OVB,VFINANCE,2,Vehicle not financed
OVB,VFINSTAT,2,Payments remaining
OVB,VINYLTOP,2,No vinyl top
OVB,VPURSRCE,2,Private individual
MEMI,WKSTATUS,2,Self-Employed INCOMEY=5
MCHI,LANGLIST,20,Polish
NTAX,SOI_ST,20,Maine
FMLI,STATE,20,Kansas
OVB,VEHICYR,20,2000
FMLI,CHGST_SP,20,"Section 20 Expense patterns for food, beverages, and other selected items"
UTC,UTLUNIT,20,thousands of KWH
EQB,APPRPB1,200,Heating or air conditioning equipment
EQB,APPRPB2,200,Heating or air conditioning equipment
EQB,APPRPB3,200,Heating or air conditioning equipment
EQB,APPRPB4,200,Heating or air conditioning equipment
EQB,APPRPB5,200,Heating or air conditioning equipment
EQB,APPRPB6,200,Heating or air conditioning equipment
EQB,APPRPB7,200,Heating or air conditioning equipment
EQB,APPRPB8,200,Heating or air conditioning equipment
EQB,APPRPB9,200,Heating or air conditioning equipment
EQB,APPRPRYB,200,Heating or air conditioning equipment
CLA,CLOTHA1,200,Undergarments
CLA,CLOTHA2,200,Undergarments
CLA,CLOTHA3,200,Undergarments
CLA,CLOTHA4,200,Undergarments
CLA,CLOTHA5,200,Undergarments
CLA,CLOTHA6,200,Undergarments
CLA,CLOTHA7,200,Undergarments
CLA,CLOTHA8,200,Undergarments
CLA,CLOTHA9,200,Undergarments
CLA,CLOTHYA,200,Undergarments
MCHI,COUTCOME,200,"New case, not started"
CRA,CRMCDA1,200,Plumbing or water heating installations and repairs
CRA,CRMCDA2,200,Plumbing or water heating installations and repairs
CRA,CRMCDA3,200,Plumbing or water heating installations and repairs
CRA,CRMCDA4,200,Plumbing or water heating installations and repairs
CRA,CRMCDA5,200,Plumbing or water heating installations and repairs
CRA,CRMCDA6,200,Plumbing or water heating installations and repairs
CRA,CRMCDA7,200,Plumbing or water heating installations and repairs
CRA,CRMCDA8,200,Plumbing or water heating installations and repairs
CRA,CRMCDA9,200,Plumbing or water heating installations and repairs
CRB,CRMCDB1,200,Plumbing or water heating installations and repairs
CRB,CRMCDB2,200,Plumbing or water heating installations and repairs
CRB,CRMCDB3,200,Plumbing or water heating installations and repairs
CRB,CRMCDB4,200,Plumbing or water heating installations and repairs
CRB,CRMCDB5,200,Plumbing or water heating installations and repairs
CRB,CRMCDB6,200,Plumbing or water heating installations and repairs
CRB,CRMCDB7,200,Plumbing or water heating installations and repairs
CRB,CRMCDB8,200,Plumbing or water heating installations and repairs
CRB,CRMCDB9,200,Plumbing or water heating installations and repairs
CRA,CRMCODE,200,Plumbing or water heating installations and repairs
CRA,CRMCODEA,200,Plumbing or water heating installations and repairs
CRB,CRMCODEB,200,Plumbing or water heating installations and repairs
EDA,EDUC_A1,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A2,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A3,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A4,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A5,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A6,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A7,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A8,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_A9,200,Nursery school or day care centers for members of this CU or other persons.
EDA,EDUC_AY,200,Nursery school or day care centers for members of this CU or other persons.
FRA,FRNPRY1,200,Bedroom linens
FRA,FRNPRY2,200,Bedroom linens
FRA,FRNPRY3,200,Bedroom linens
FRA,FRNPRY4,200,Bedroom linens
FRA,FRNPRY5,200,Bedroom linens
FRA,FRNPRY6,200,Bedroom linens
FRA,FRNPRY7,200,Bedroom linens
FRA,FRNPRY8,200,Bedroom linens
FRA,FRNPRY9,200,Bedroom linens
FRA,FURNPURY,200,Bedroom linens
INB,INSCMB1,200,Automobile insurance
INB,INSCMB2,200,Automobile insurance
INB,INSCMB3,200,Automobile insurance
INB,INSCMB4,200,Automobile insurance
INB,INSCMB5,200,Automobile insurance
INB,INSCMB6,200,Automobile insurance
INB,INSCMB7,200,Automobile insurance
INB,INSCMB8,200,Automobile insurance
INB,INSCMB9,200,Automobile insurance
MDB,MEDPCARY,200,Dental care
MDB,MEDPCY1,200,Dental care
MDB,MEDPCY2,200,Dental care
MDB,MEDPCY3,200,Dental care
MDB,MEDPCY4,200,Dental care
MDB,MEDPCY5,200,Dental care
MDB,MEDPCY6,200,Dental care
MDB,MEDPCY7,200,Dental care
MDB,MEDPCY8,200,Dental care
MDB,MEDPCY9,200,Dental care
MDC,MEDRCARY,200,Dental care
MDC,MEDRCY1,200,Dental care
MDC,MEDRCY2,200,Dental care
MDC,MEDRCY3,200,Dental care
MDC,MEDRCY4,200,Dental care
MDC,MEDRCY5,200,Dental care
MDC,MEDRCY6,200,Dental care
MDC,MEDRCY7,200,Dental care
MDC,MEDRCY8,200,Dental care
MDC,MEDRCY9,200,Dental care
OPB,OWNYB,200,A home occupied by CU members in reference period but not at present
OPD,OWNYD,200,A home occupied by CU members in reference period but not at present
MOR,OWNYF,200,A home occupied by CU members in reference period but not at present
HEL,OWNYG,200,A home occupied by CU members in reference period but not at present
OPH,OWNYH,200,A home occupied by CU members in reference period but not at present
OPI,OWNYI,200,A home occupied by CU members in reference period but not at present
INB,POLICYYB,200,Automobile Insurance
RTV,RENTCODE,200,Any other Vehicle
SUB,S17CODEA,200,Books purchased from a book club
TRD,TOTYUPDY,200,Misc Expenses
TRE,TRNONCUY,200,Misc Expenses
OVB,VEHICYB,200,Other vehicle
OVC,VEHICYC,200,Other vehicle
UTI,INTSERV,200,Internet connection or an internet service provider
UTI,INTSRV1,200,Internet connection or an internet service provider
UTI,INTSRV2,200,Internet connection or an internet service provider
UTI,INTSRV3,200,Internet connection or an internet service provider
UTI,INTSRV4,200,Internet connection or an internet service provider
UTI,INTSRV5,200,Internet connection or an internet service provider
UTI,INTSRV6,200,Internet connection or an internet service provider
UTI,INTSRV7,200,Internet connection or an internet service provider
UTI,INTSRV8,200,Internet connection or an internet service provider
UTI,INTSRV9,200,Internet connection or an internet service provider
FN2,CREDITR1,200,Store installment credit accounts
FNA,CREDITR5,200,Store installment credit accounts
APA,MAJAPPLY,200,Clothes Dryer
APA,MJAPPL1,200,Clothes Dryer
APA,MJAPPL2,200,Clothes Dryer
APA,MJAPPL3,200,Clothes Dryer
APA,MJAPPL4,200,Clothes Dryer
APA,MJAPPL5,200,Clothes Dryer
APA,MJAPPL6,200,Clothes Dryer
APA,MJAPPL7,200,Clothes Dryer
APA,MJAPPL8,200,Clothes Dryer
APA,MJAPPL9,200,Clothes Dryer
UTC,UTIL1,200,Piped-in water
UTC,UTIL2,200,Piped-in water
UTC,UTIL3,200,Piped-in water
UTC,UTIL4,200,Piped-in water
UTC,UTIL5,200,Piped-in water
UTC,UTIL6,200,Piped-in water
UTC,UTIL7,200,Piped-in water
